100000 2
1 1282 1
1 1283 2
1 1284 2
1 1285 1
1 1286 2
1 1287 1
1 1288 1
1 1289 2
1 1290 2
1 1291 2
1 1292 1
1 1293 1
1 1294 2
1 1295 2
1 1296 2
1 1297 2
1 1298 2
1 1299 2
1 1300 1
1 1301 1
1 1302 1
1 1303 2
1 1304 1
1 1305 1
1 1306 1
1 1307 1
1 1308 1
1 1309 1
1 1310 2
1 1311 2
1 1312 2
1 1313 1
1 1314 1
1 1315 1
1 1316 1
1 1317 2
1 1318 1
1 1319 2
1 1320 1
1 1321 2
1 1322 1
1 1323 1
1 1324 1
1 1325 2
1 1326 1
1 1327 2
1 1328 1
1 1329 1
1 1330 2
1 1331 1
1 1332 1
1 1333 2
1 1334 2
1 1335 2
1 1336 2
1 1337 1
1 1338 2
1 1339 2
1 1340 2
1 1341 1
1 1342 1
1 1343 1
1 1344 1
1 1345 2
1 1346 1
1 1347 1
1 1348 1
1 1349 1
1 1350 1
1 1351 2
1 1352 2
1 1353 1
1 1354 2
1 1355 1
1 1356 2
1 1357 1
1 1358 2
1 1359 1
1 1360 1
1 1361 2
1 1362 1
1 1363 1
1 1364 2
1 1365 1
1 1366 1
1 1367 2
1 1368 2
1 1369 1
1 1370 1
1 1371 1
1 1372 1
1 1373 2
1 1374 2
1 1375 1
1 1376 2
1 1377 1
1 1378 2
1 1379 1
1 1380 1
1 1381 2
1 1382 2
1 1383 1
1 1384 1
1 1385 1
1 1386 2
1 1387 1
1 1388 2
1 1389 2
1 1390 2
1 1391 1
1 1392 1
1 1393 1
1 1394 2
1 1395 1
1 1396 1
1 1397 1
1 1398 2
1 1399 2
1 1400 1
1 1401 1
1 1402 1
1 1403 2
1 1404 2
1 1405 1
1 1406 1
1 1407 2
1 1408 1
1 1409 2
1 1410 1
1 1411 1
1 1412 1
1 1413 1
1 1414 2
1 1415 2
1 1416 1
1 1417 2
1 1418 1
1 1419 2
1 1420 2
1 1421 2
1 1422 1
1 1423 2
1 1424 2
1 1425 1
1 1426 2
1 1427 1
1 1428 2
1 1429 2
1 1430 1
1 1431 2
1 1432 1
1 1433 2
1 1434 2
1 1435 2
1 1436 1
1 1437 1
1 1438 2
1 1439 1
1 1440 1
1 1441 2
1 1442 2
1 1443 2
1 1444 1
1 1445 2
1 1446 2
1 1447 1
1 1448 2
1 1449 2
1 1450 2
1 1451 2
1 1452 1
1 1453 2
1 1454 1
1 1455 2
1 1456 2
1 1457 1
1 1458 1
1 1459 1
1 1460 2
1 1461 1
1 1462 2
1 1463 2
1 1464 1
1 1465 1
1 1466 1
1 1467 2
1 1468 1
1 1469 1
1 1470 1
1 1471 2
1 1472 1
1 1473 1
1 1474 1
1 1475 1
1 1476 2
1 1477 1
1 1478 1
1 1479 2
1 1480 1
1 1481 2
1 1482 2
1 1483 1
1 1484 1
1 1485 2
1 1486 2
1 1487 2
1 1488 2
1 1489 2
1 1490 1
1 1491 2
1 1492 2
1 1493 1
1 1494 1
1 1495 1
1 1496 1
1 1497 1
1 1498 2
1 1499 2
1 1500 1
1 1501 1
1 1502 1
1 1503 1
1 1504 1
1 1505 1
1 1506 1
1 1507 2
1 1508 1
1 1509 2
1 1510 2
1 1511 1
1 1512 2
1 1513 1
1 1514 1
1 1515 1
1 1516 2
1 1517 1
1 1518 1
1 1519 1
1 1520 1
1 1521 1
1 1522 2
1 1523 2
1 1524 1
1 1525 1
1 1526 2
1 1527 1
1 1528 2
1 1529 1
1 1530 1
1 1531 2
1 1532 2
1 1533 2
1 1534 2
1 1535 2
1 1536 2
1 1537 1
1 1538 2
1 1539 1
1 1540 2
1 1541 1
1 1542 2
1 1543 1
1 1544 1
1 1545 2
1 1546 2
1 1547 1
1 1548 1
1 1549 1
1 1550 1
1 1551 2
1 1552 1
1 1553 2
1 1554 2
1 1555 1
1 1556 2
1 1557 2
1 1558 2
1 1559 2
1 1560 1
1 1561 1
1 1562 1
1 1563 1
1 1564 1
1 1565 2
1 1566 2
1 1567 2
1 1568 1
1 1569 1
1 1570 2
1 1571 1
1 1572 2
1 1573 2
1 1574 1
1 1575 1
1 1576 1
1 1577 2
1 1578 1
1 1579 1
1 1580 1
1 1581 2
1 1582 1
1 1583 2
1 1584 1
1 1585 2
1 1586 1
1 1587 2
1 1588 1
1 1589 2
1 1590 2
1 1591 2
1 1592 1
1 1593 2
1 1594 1
1 1595 1
1 1596 1
1 1597 1
1 1598 2
1 1599 1
1 1600 1
1 1601 2
1 1602 1
1 1603 2
1 1604 1
1 1605 1
1 1606 2
1 1607 1
1 1608 2
1 1609 2
1 1610 2
1 1611 1
1 1612 1
1 1613 2
1 1614 1
1 1615 2
1 1616 1
1 1617 1
1 1618 1
1 1619 2
1 1620 1
1 1621 2
1 1622 1
1 1623 1
1 1624 1
1 1625 1
1 1626 1
1 1627 2
1 1628 1
1 1629 1
1 1630 2
1 1631 2
1 1632 2
1 1633 2
1 1634 2
1 1635 1
1 1636 2
1 1637 1
1 1638 2
1 1639 1
1 1640 1
1 1641 2
1 1642 1
1 1643 1
1 1644 1
1 1645 1
1 1646 1
1 1647 1
1 1648 1
1 1649 2
1 1650 2
1 1651 1
1 1652 2
1 1653 1
1 1654 1
1 1655 2
1 1656 2
1 1657 1
1 1658 1
1 1659 2
1 1660 1
1 1661 2
1 1662 1
1 1663 1
1 1664 2
1 1665 2
1 1666 1
1 1667 2
1 1668 2
1 1669 2
1 1670 2
1 1671 2
1 1672 1
1 1673 2
1 1674 2
1 1675 1
1 1676 1
1 1677 1
1 1678 1
1 1679 2
1 1680 1
1 1681 1
1 1682 1
1 1683 2
1 1684 1
1 1685 1
1 1686 1
1 1687 1
1 1688 2
1 1689 1
1 1690 2
1 1691 2
1 1692 2
1 1693 2
1 1694 1
1 1695 1
1 1696 2
1 1697 1
1 1698 2
1 1699 1
1 1700 2
1 1701 2
1 1702 2
1 1703 1
1 1704 1
1 1705 2
1 1706 1
1 1707 1
1 1708 1
1 1709 2
1 1710 2
1 1711 1
1 1712 1
1 1713 1
1 1714 1
1 1715 1
1 1716 1
1 1717 2
1 1718 2
1 1719 1
1 1720 2
1 1721 2
1 1722 1
1 1723 1
1 1724 2
1 1725 1
1 1726 1
1 1727 2
1 1728 1
1 1729 1
1 1730 2
1 1731 1
1 1732 1
1 1733 1
1 1734 2
1 1735 2
1 1736 2
1 1737 2
1 1738 1
1 1739 1
1 1740 2
1 1741 2
1 1742 1
1 1743 2
1 1744 2
1 1745 2
1 1746 1
1 1747 1
1 1748 2
1 1749 2
1 1750 2
1 1751 2
1 1752 1
1 1753 2
1 1754 2
1 1755 1
1 1756 1
1 1757 2
1 1758 1
1 1759 2
1 1760 2
1 1761 1
1 1762 1
1 1763 1
1 1764 1
1 1765 1
1 1766 1
1 1767 2
1 1768 2
1 1769 1
1 1770 1
1 1771 2
1 1772 2
1 1773 1
1 1774 1
1 1775 2
1 1776 1
1 1777 2
1 1778 1
1 1779 2
1 1780 2
1 1781 1
1 1782 1
1 1783 2
1 1784 2
1 1785 1
1 1786 2
1 1787 2
1 1788 2
1 1789 2
1 1790 2
1 1791 1
1 1792 2
1 1793 1
1 1794 2
1 1795 2
1 1796 1
1 1797 2
1 1798 2
1 1799 2
1 1800 2
1 1801 2
1 1802 1
1 1803 1
1 1804 2
1 1805 1
1 1806 2
1 1807 2
1 1808 1
1 1809 1
1 1810 2
1 1811 1
1 1812 2
1 1813 1
1 1814 1
1 1815 2
1 1816 2
1 1817 2
1 1818 1
1 1819 1
1 1820 1
1 1821 1
1 1822 1
1 1823 1
1 1824 2
1 1825 1
1 1826 1
1 1827 2
1 1828 1
1 1829 2
1 1830 2
1 1831 1
1 1832 2
1 1833 2
1 1834 1
1 1835 2
1 1836 2
1 1837 1
1 1838 2
1 1839 1
1 1840 2
1 1841 1
1 1842 1
1 1843 2
1 1844 1
1 1845 2
1 1846 1
1 1847 1
1 1848 1
1 1849 2
1 1850 2
1 1851 2
1 1852 1
1 1853 2
1 1854 1
1 1855 1
1 1856 2
1 1857 2
1 1858 2
1 1859 1
1 1860 1
1 1861 1
1 1862 2
1 1863 2
1 1864 2
1 1865 1
1 1866 1
1 1867 2
1 1868 1
1 1869 2
1 1870 1
1 1871 1
1 1872 1
1 1873 1
1 1874 2
1 1875 1
1 1876 2
1 1877 1
1 1878 2
1 1879 2
1 1880 1
1 1881 2
1 1882 2
1 1883 1
1 1884 1
1 1885 2
1 1886 1
1 1887 1
1 1888 1
1 1889 1
1 1890 1
1 1891 1
1 1892 2
1 1893 1
1 1894 2
1 1895 1
1 1896 2
1 1897 1
1 1898 2
1 1899 1
1 1900 2
1 1901 2
1 1902 2
1 1903 2
1 1904 1
1 1905 1
1 1906 1
1 1907 1
1 1908 1
1 1909 2
1 1910 1
1 1911 2
1 1912 2
1 1913 1
1 1914 1
1 1915 2
1 1916 2
1 1917 1
1 1918 1
1 1919 1
1 1920 1
1 1921 1
1 1922 2
1 1923 2
1 1924 2
1 1925 2
1 1926 2
1 1927 1
1 1928 2
1 1929 2
1 1930 1
1 1931 1
1 1932 1
1 1933 1
1 1934 2
1 1935 2
1 1936 2
1 1937 1
1 1938 2
1 1939 2
1 1940 1
1 1941 2
1 1942 1
1 1943 2
1 1944 2
1 1945 1
1 1946 1
1 1947 1
1 1948 2
1 1949 2
1 1950 1
1 1951 1
1 1952 2
1 1953 1
1 1954 1
1 1955 2
1 1956 1
1 1957 1
1 1958 1
1 1959 1
1 1960 2
1 1961 2
1 1962 1
1 1963 1
1 1964 1
1 1965 2
1 1966 2
1 1967 2
1 1968 2
1 1969 2
1 1970 1
1 1971 1
1 1972 2
1 1973 1
1 1974 2
1 1975 1
1 1976 1
1 1977 1
1 1978 2
1 1979 1
1 1980 1
1 1981 1
1 1982 2
1 1983 2
1 1984 2
1 1985 2
1 1986 1
1 1987 1
1 1988 1
1 1989 1
1 1990 1
1 1991 2
1 1992 2
1 1993 2
1 1994 2
1 1995 1
1 1996 1
1 1997 2
1 1998 2
1 1999 1
1 2000 2
1 2001 1
1 2002 2
1 2003 2
1 2004 1
1 2005 2
1 2006 2
1 2007 2
1 2008 2
1 2009 2
1 2010 1
1 2011 2
1 2012 2
1 2013 2
1 2014 1
1 2015 1
1 2016 2
1 2017 2
1 2018 1
1 2019 1
1 2020 1
1 2021 1
1 2022 1
1 2023 1
1 2024 1
1 2025 1
1 2026 2
1 2027 1
1 2028 2
1 2029 1
1 2030 2
1 2031 2
1 2032 2
1 2033 2
1 2034 1
1 2035 2
1 2036 1
1 2037 1
1 2038 2
1 2039 1
1 2040 2
1 2041 2
1 2042 2
1 2043 2
1 2044 2
1 2045 1
1 2046 1
1 2047 1
1 2048 2
1 2049 1
1 2050 1
1 2051 1
1 2052 2
1 2053 2
1 2054 2
1 2055 1
1 2056 2
1 2057 2
1 2058 1
1 2059 2
1 2060 2
1 2061 2
1 2062 1
1 2063 1
1 2064 2
1 2065 2
1 2066 2
1 2067 1
1 2068 2
1 2069 1
1 2070 2
1 2071 1
1 2072 1
1 2073 1
1 2074 1
1 2075 1
1 2076 1
1 2077 1
1 2078 1
1 2079 2
1 2080 2
1 2081 2
1 2082 1
1 2083 1
1 2084 1
1 2085 2
1 2086 2
1 2087 1
1 2088 2
1 2089 2
1 2090 1
1 2091 1
1 2092 2
1 2093 1
1 2094 2
1 2095 1
1 2096 2
1 2097 2
1 2098 1
1 2099 2
1 2100 1
1 2101 2
1 2102 2
1 2103 2
1 2104 1
1 2105 1
1 2106 1
1 2107 2
1 2108 2
1 2109 2
1 2110 2
1 2111 2
1 2112 1
1 2113 1
1 2114 2
1 2115 1
1 2116 1
1 2117 1
1 2118 2
1 2119 2
1 2120 2
1 2121 1
1 2122 1
1 2123 1
1 2124 1
1 2125 1
1 2126 2
1 2127 1
1 2128 1
1 2129 1
1 2130 1
1 2131 1
1 2132 2
1 2133 2
1 2134 1
1 2135 1
1 2136 1
1 2137 1
1 2138 2
1 2139 2
1 2140 2
1 2141 1
1 2142 2
