100000 10
9270 63597 1
9270 47315 1
9270 98748 1
9270 94788 1
9270 38777 1
45522 41245 3
45522 31962 3
45522 55649 3
45522 85682 3
20083 4607 8
20083 393 8
20083 88756 8
20083 16384 8
20083 61577 8
20083 20859 8
20083 79518 8
62818 6139 7
62818 6600 7
62818 55565 7
62818 35247 7
62818 9860 7
62818 84119 7
62818 95426 7
62818 64530 7
62818 18381 7
62818 39443 2
62818 20402 7
34655 78818 3
34655 85496 3
34655 87886 3
34655 77043 3
34655 77509 3
34655 37088 3
34655 23592 3
34655 85280 3
34655 33807 3
34655 5546 3
34655 76993 3
5637 77274 1
5637 42580 1
5637 88428 1
5637 98885 1
5637 80359 1
5637 87642 1
5637 30278 1
5637 79695 1
5637 67104 1
5637 92588 1
5637 80780 1
5637 8264 1
34892 46325 1
34892 97716 1
34892 57278 1
34892 58432 1
6139 17644 6
6139 96423 6
6139 46651 6
6139 74498 6
6139 54347 6
6139 18334 6
6139 59843 6
6139 95799 6
6139 64020 6
6139 95095 6
6139 61320 6
59908 53165 4
59908 32821 4
59908 84273 4
59908 71265 4
59908 38461 4
59908 58139 4
59908 77557 4
59908 41299 4
59908 35950 4
45759 73244 6
45759 95250 6
45759 79325 6
45759 48145 6
45759 67239 6
45759 18588 6
45759 26153 6
45035 49995 7
45035 73574 7
45035 33537 7
45035 45486 7
45035 96799 7
45035 78345 7
45035 95501 7
45035 94138 7
45035 2622 7
45035 43781 7
45035 89757 7
99727 3894 6
99727 52211 6
99727 33073 6
99727 66518 6
99727 66970 6
99727 58583 6
45374 52985 8
45374 45641 8
45374 72088 8
45374 10980 8
45374 95165 8
93098 28229 6
93098 18164 6
93098 52350 6
93098 90535 6
17644 28411 8
17644 63501 8
17644 16966 8
17644 54790 8
50042 27552 7
50042 94643 7
50042 48081 7
50042 78199 7
50042 68865 7
50042 50008 7
50042 59990 7
50042 80191 7
69416 45710 1
69416 51245 1
69416 28899 1
69416 43473 1
69416 43033 1
64814 37037 7
64814 6923 7
64814 71657 7
64814 23476 7
64814 23102 7
64814 33398 7
64814 43492 7
64814 10175 7
3299 26392 7
3299 21036 7
3299 83037 7
3299 59953 7
3299 64478 7
3299 21977 7
3299 57798 7
53029 38106 1
53029 82574 1
53029 11385 1
53029 4284 1
53029 33566 1
53029 48161 1
53029 55047 1
53029 59830 1
53029 90553 1
56027 84138 3
56027 50971 3
56027 13220 3
56027 65836 3
56027 41095 3
4607 45777 4
4607 47918 4
4607 44559 4
4607 14043 4
4607 44866 4
4607 44162 4
4607 95959 4
4607 50580 4
4607 75229 4
4607 97701 4
4607 76488 4
4607 52169 4
4607 13298 4
6600 57725 6
6600 11525 6
6600 61890 6
6600 58854 6
6600 20488 6
6600 93359 6
6600 41115 6
6600 33660 6
18488 36219 6
18488 98013 6
18488 20201 6
18488 88901 6
18488 78703 6
18488 44609 6
18488 22473 6
18488 84232 6
18488 86657 6
18488 50999 6
18488 65704 6
61267 3659 1
61267 18523 1
61267 97097 1
61267 60866 1
61267 40982 1
61267 96227 1
76677 60059 1
76677 81627 1
76677 54238 1
76677 6272 1
76677 5886 1
80738 66685 8
80738 9819 8
80738 31546 8
80738 34916 8
80738 56035 8
80738 48857 8
80738 87744 8
80738 70029 8
3894 1233 8
3894 1841 8
3894 83918 8
3894 58795 8
3894 92083 8
3894 44389 8
3894 96320 8
3894 75690 8
3894 12552 8
79692 7041 8
79692 67384 8
79692 60162 8
79692 2019 8
79692 23356 8
38106 83327 7
38106 56088 7
38106 1980 7
38106 59745 7
38106 68799 7
38106 55156 7
38106 99836 7
55565 74337 6
55565 52911 6
55565 33715 6
90617 29470 1
90617 63433 1
393 63321 4
393 35654 4
393 72973 4
393 78991 4
393 11586 4
393 74973 4
5646 37441 1
5646 45976 1
5646 31453 1
5646 35519 1
5646 5202 1
5646 2672 1
5646 74458 1
5646 29332 1
76479 19239 2
76479 43204 2
76479 43292 2
76479 3578 2
76479 82879 2
76479 12119 2
76479 34512 2
76479 74778 2
76479 67213 2
76479 60768 2
1233 73630 4
1233 47443 4
1233 46784 4
1233 18736 4
1233 42619 4
1233 18281 4
1233 90390 4
78818 50220 1
78818 4183 1
78818 67881 1
78818 75767 1
78818 22777 1
78818 81202 1
78818 63090 1
78818 28257 1
37037 82315 6
37037 57089 6
37037 71144 6
37037 18968 6
27552 2420 6
27552 14860 6
27552 48384 6
27552 94767 6
27552 30137 6
27552 57541 6
27552 8087 6
6015 64963 3
6015 75291 3
6015 78613 3
6015 49958 3
6015 14024 3
68151 83743 8
68151 53108 8
68151 58123 8
68151 46582 8
68151 15273 8
68151 97438 8
68151 47975 8
68151 67974 8
68151 83599 8
68151 26812 8
68151 92619 8
94643 11015 6
94643 58347 6
94643 26765 6
94643 14372 6
94643 47668 6
94643 93960 6
94643 8839 6
94643 47779 6
94643 34766 6
94643 90446 6
94643 12776 6
94643 68781 6
94643 49016 6
89867 7565 3
89867 76185 3
89867 22362 3
89867 74058 3
89867 2014 3
89867 94493 3
89867 21337 3
89867 35752 3
53932 77711 3
53932 44531 3
53932 12920 3
53932 18391 3
53932 57641 3
53932 72957 3
53932 29547 3
53932 87568 3
73244 99041 8
73244 26285 8
73244 77384 8
73244 23954 8
73244 71873 8
73244 43329 8
73244 70256 8
73244 80511 8
73244 89709 8
28020 42513 1
28020 13272 1
28020 59840 1
28020 56980 1
28020 24060 1
28020 45203 1
28020 37508 1
28020 67498 1
28020 19462 1
28020 25869 1
28020 97385 1
28020 83313 1
64963 1071 1
64963 64321 1
64963 78356 1
64963 89493 1
64963 56416 1
83743 90287 4
83743 54824 4
83743 57146 4
83743 41069 4
83743 10874 4
83743 59159 4
83743 57899 4
53165 992 10
53165 34167 10
53165 76291 10
53165 73254 10
53165 60039 10
53165 64439 10
53165 67957 10
53165 56213 10
62705 19737 7
62705 68149 7
62705 90104 7
62705 64674 7
62705 43455 7
62705 87704 7
62705 30396 7
82315 44296 8
82315 5873 8
82315 30809 8
82315 96656 8
82315 81700 8
50220 96043 7
50220 25134 7
50220 32498 7
50220 69837 7
50220 16633 7
50220 65255 7
50220 47019 7
50220 53157 7
50220 73609 7
50220 23514 7
50220 10147 7
50220 26268 7
19987 5083 8
19987 92918 8
19987 55665 8
19987 73590 8
19987 85560 8
19987 5853 8
19987 88060 8
19987 75387 8
1841 7975 4
1841 65899 4
1841 62013 4
1841 33468 4
1841 27887 4
1841 92275 4
1841 94391 4
1841 47339 4
36219 97839 8
36219 78607 8
36219 66177 8
36219 75215 8
36219 57087 8
36219 39206 8
36219 56718 8
36219 52560 8
36219 56633 8
36219 2789 8
36219 47386 8
992 32522 9
992 31484 9
992 98972 9
992 80869 9
992 65748 9
17933 22332 1
17933 2798 1
17933 57347 1
17933 96639 1
17933 27596 1
17933 97484 1
17933 89028 1
17933 88694 1
17933 99754 1
82574 30574 7
82574 41208 7
82574 36010 7
82574 81821 7
82574 55194 7
44296 51939 4
44296 13137 4
44296 27046 4
44296 15181 4
44296 31867 4
44296 17364 4
44296 11361 4
26392 64422 6
26392 98085 6
26392 4285 6
26392 28442 6
26392 38520 6
26392 32352 6
26392 48824 6
26392 34674 6
26392 7971 6
77274 12375 7
77274 97105 7
77274 96912 7
77274 84332 7
98013 57929 8
98013 16846 8
98013 76680 8
98013 2001 8
98013 62266 8
98013 5960 8
98013 70706 8
42513 36453 7
42513 76311 7
42513 1049 7
42513 24076 7
42513 54482 7
42513 73667 7
42513 4966 7
42513 48588 7
96043 60057 6
96043 35155 6
96043 87566 6
96043 91842 6
96043 97797 6
96043 22895 6
96043 53269 6
81646 362 1
81646 5911 1
81646 5506 1
81646 38102 1
94950 83865 1
94950 13969 1
94950 99959 1
94950 52012 1
94950 96222 1
5083 93077 4
5083 6446 4
5083 5843 4
5083 22988 4
5083 95523 4
7565 78868 1
7565 57260 1
7565 47612 1
7565 76310 1
70666 85516 3
70666 67677 3
70666 39570 3
70666 26540 3
70666 62505 3
70666 25743 3
70666 99636 3
70666 80689 3
70666 62961 3
70666 83296 3
2420 83385 8
2420 76522 8
2420 2415 8
2420 48253 8
2420 68745 8
2420 31941 8
2420 45083 8
2420 49205 8
2420 93196 8
2420 10774 8
45777 87511 10
45777 23254 10
45777 30023 10
45777 53281 10
45777 55413 10
45777 64440 10
45777 82507 10
45777 28588 10
45777 48639 10
83385 95306 4
83385 52300 4
83385 18845 4
83385 17907 4
83385 11287 4
83385 59708 4
64422 62601 8
64422 21779 8
64422 70901 8
64422 94545 8
64422 41184 8
64422 62360 8
64422 15286 8
64422 17138 8
64422 13050 8
64422 45721 8
64422 68702 8
64422 91180 8
64422 21881 8
48081 47682 6
48081 72952 6
25134 25819 6
25134 76849 6
25134 78589 6
25134 73396 6
25134 56283 6
25134 25433 6
25134 5419 6
25134 35176 6
25134 83623 6
25134 84534 6
25134 92793 6
25134 44477 6
51939 55223 10
51939 81448 10
51939 34820 10
51939 64667 10
51939 70840 10
51939 64598 10
51939 10266 10
51939 42707 10
51939 18889 10
42580 61708 7
42580 89753 7
42580 97188 7
42580 84197 7
42580 56328 7
42580 2667 7
82489 4380 7
82489 63391 7
82489 72040 7
82489 25377 7
90287 61674 10
90287 60605 10
90287 718 10
90287 50743 10
90287 629 10
90287 94331 10
90287 31417 10
90287 40316 10
90287 40887 10
90287 57554 10
57801 32301 7
57801 2189 7
57801 18536 7
57801 35659 7
57801 69477 7
57801 63632 7
56860 43512 8
56860 3871 8
56860 92835 8
56860 41501 8
56860 73108 8
56860 35261 8
78868 69665 7
78868 73724 7
57929 1918 4
57929 90357 4
57929 44644 4
57929 45055 4
57929 24879 4
57929 82191 4
57929 98451 4
57929 67060 4
57929 23234 4
57929 96016 4
57929 20231 4
33773 61563 7
33773 21105 7
33773 14573 7
33773 92364 7
33773 32031 7
33773 64493 7
47918 60066 10
47918 92041 10
47918 49213 10
17836 99367 3
17836 46453 3
17836 95131 3
17836 41218 3
17836 87957 3
17836 17945 3
61563 32783 6
61563 70395 6
61563 42111 6
93188 57679 1
93188 72935 1
93188 9250 1
93188 81214 1
93188 80106 1
93188 33319 1
93188 96778 1
93188 51001 1
2219 20466 7
2219 98805 7
2219 4807 7
2219 51807 7
2219 12509 7
2219 49789 7
2219 16897 7
2219 55015 7
49995 20868 6
49995 89217 6
91291 13180 6
91291 71251 6
91291 67651 6
91291 11064 6
91291 64286 6
91291 59431 6
91291 70486 6
91291 62047 6
91291 92893 6
91291 98108 6
85516 29969 1
85516 76223 1
85516 60508 1
85516 19130 1
85516 14495 1
85516 48941 1
85516 8301 1
85516 99829 1
85516 951 1
85516 20120 1
85516 63280 1
36453 54788 6
36453 21522 6
36453 77354 6
36453 82739 6
32498 39241 6
32498 26932 6
32498 55393 6
32498 7982 6
32498 49785 6
32498 2466 6
83918 98731 4
83918 51335 4
83918 2451 4
83918 94779 4
83918 82411 4
83918 77839 4
83918 5042 4
83918 47053 4
83918 9773 4
83918 21615 4
99367 76408 1
99367 83763 1
99367 15320 1
99367 94681 1
99367 16542 1
99367 76178 1
59260 22328 4
59260 72948 4
59260 44813 4
59260 65118 4
59260 10648 4
59260 73799 4
98731 72322 10
98731 84310 10
98731 49685 10
98731 89114 10
98731 35163 10
53108 26280 4
53108 75131 4
53108 29564 4
53108 10837 4
53108 15736 4
53108 12946 4
96423 55751 8
96423 43870 8
96423 98487 8
96423 5100 8
96423 65411 8
96423 99013 8
76311 95092 6
76311 92195 6
76311 40200 6
76311 14667 6
76311 54571 6
76311 59613 6
76522 84588 4
76522 99054 4
76522 27813 4
76522 96069 4
76522 86594 4
44559 56285 10
44559 16129 10
44559 155 10
44559 77589 10
44559 42504 10
40401 60601 1
40401 34443 1
40401 93235 1
40401 56340 1
40401 4738 1
40401 698 1
13180 82474 8
13180 48448 8
13180 61553 8
13180 48603 8
13180 84377 8
22328 24478 10
22328 70083 10
22328 2690 10
22328 12801 10
22328 81048 10
41245 86755 1
41245 94902 1
41245 88885 1
41245 22588 1
41245 61778 1
41245 98484 1
41245 13249 1
98474 39278 8
98474 91895 8
98474 82267 8
98474 65959 8
98474 18491 8
98474 33877 8
98474 54713 8
97839 85125 4
97839 25185 4
97839 1595 9
97839 47362 1
97839 20895 4
85496 31752 1
85496 32569 1
85496 44911 1
85496 36095 1
85496 55464 1
85496 71525 1
85496 39440 1
85496 23439 1
55751 48470 4
55751 97327 4
55751 11747 4
55751 92022 4
55751 22590 4
55751 96298 4
32821 20599 10
32821 89325 10
32821 3500 10
32821 11785 10
48470 37763 10
48470 44399 10
48470 66884 10
48470 29860 10
83327 98122 6
83327 57078 6
83327 62919 6
83327 66858 6
83327 75013 6
83327 38981 6
83327 32 6
83327 4433 6
83327 31531 6
83327 72429 4
83327 41162 6
58795 44547 4
58795 69177 4
58795 23808 4
58795 29770 4
58795 39008 4
58795 1402 4
58795 96658 4
58795 82876 4
58795 90985 4
1918 39813 10
1918 74059 10
1918 36168 10
1918 145 10
54977 75077 8
54977 11236 8
54977 87390 8
99041 23163 4
99041 66097 4
99041 91799 4
99041 63120 4
99041 89918 4
99041 30149 4
99041 62141 4
6923 69732 6
84220 81852 7
84220 95636 7
84220 48264 7
84220 13913 7
84220 12893 7
84220 73242 7
84220 28834 7
84220 47621 7
19239 62863 3
19239 72790 3
19239 58678 3
19239 3312 3
19239 15972 3
19239 18440 3
19239 89437 10
19239 64100 3
19239 48408 3
19239 14018 3
31752 47881 7
31752 81089 7
31752 13365 7
37441 52487 7
37441 13669 7
37441 54041 7
37441 66816 7
37441 71434 7
37441 193 7
37441 45805 7
83865 18399 7
83865 93175 7
83865 56876 7
83865 83784 7
83865 94714 7
83865 99185 7
83865 17904 7
81852 82345 6
81852 74598 6
81852 28530 6
81852 91666 6
76185 23235 1
76185 78855 1
76185 74416 1
76185 23105 1
57581 93554 7
57581 21910 7
57581 67554 7
57581 98709 7
57581 24289 7
32569 55070 7
32569 1312 7
32569 244 7
32569 63217 7
32569 43784 7
32569 67570 7
22362 92425 1
22362 99182 1
22362 83167 1
22362 68573 1
22362 82062 1
22362 69679 1
22362 34785 1
22362 53068 1
43204 13277 3
43204 38398 3
43204 99438 3
43204 16521 3
43204 37303 3
43204 58960 3
43204 18585 3
43204 85798 3
43204 55528 3
43204 99289 3
43204 33404 3
50203 74232 8
50203 49219 8
50203 96875 8
50203 15282 8
50203 24711 8
50203 8096 8
50203 97868 8
50203 53352 8
50203 47337 8
88756 1909 4
88756 67820 4
88756 15807 4
88756 73240 4
88756 64468 4
88756 5784 4
88756 42349 4
88756 50236 4
88756 92190 4
88756 42290 4
45710 40039 7
45710 49446 7
45710 49072 7
45710 76015 7
45710 96511 7
45710 66866 7
45710 66087 7
45710 23459 7
45710 79733 7
57725 98416 8
57725 65008 8
57725 62080 8
57725 52304 8
57725 46469 8
57725 6 8
57725 79683 8
19737 16714 6
19737 14103 6
19737 45574 6
19737 92688 6
19737 300 6
19737 76010 6
19737 22515 6
19737 72280 6
19737 60116 5
19737 11339 6
19737 11074 6
84588 89910 10
84588 36027 10
84588 87615 10
84588 75529 10
84588 45583 10
84588 79998 10
84588 96236 10
84588 1964 10
84588 65666 10
84588 80855 10
84588 87432 10
84588 50409 10
56278 38202 6
56278 88047 6
56278 2518 6
56278 53477 6
56278 15123 6
56278 25561 6
56278 85433 6
56278 63984 6
39813 37640 9
39813 60400 9
39813 23768 9
39813 50772 9
39813 29467 9
39813 94742 9
39813 50994 9
39813 19031 9
39813 14391 9
95306 1387 10
95306 82178 10
95306 1336 10
95306 53888 10
95306 33399 10
95306 13337 10
95306 82032 10
95306 71998 10
1909 25777 10
1909 70291 10
1909 51289 10
86755 97978 7
86755 84170 7
86755 97509 7
86755 12575 7
86755 23279 7
86755 74680 7
40039 72445 6
40039 91321 6
40039 64390 6
40039 91168 6
40039 19240 6
40039 20684 6
40039 97400 6
40039 82454 6
40751 13691 3
40751 32130 3
40751 89082 3
40751 359 3
40751 87488 3
40751 85662 3
40751 74277 3
71851 91746 7
71851 72072 7
71851 9152 7
71851 12954 7
71851 4516 7
71851 866 7
71851 36961 7
71851 2088 7
71851 48438 7
71851 22368 7
62601 68586 4
62601 53091 4
62601 25511 4
62601 22937 4
76408 94551 7
76408 36561 7
76408 73371 7
76408 71958 7
76408 5426 7
76408 84314 7
76408 5266 7
54874 6963 2
54874 36362 2
54874 12431 2
54874 94603 2
54874 13476 2
54874 29865 2
54874 42689 2
54874 36781 2
54874 46068 2
54874 38325 2
54874 23936 2
54874 47455 2
98122 67849 8
98122 52173 8
98122 72978 8
98122 77399 8
98122 49990 8
98122 47644 8
98122 31578 8
98122 20510 8
98122 88904 8
13390 24933 1
13390 74779 1
13390 37335 1
68149 85707 6
68149 21597 6
68149 50883 6
68149 36929 6
95092 85795 8
95092 49648 8
95092 3301 8
95092 10710 8
11015 7457 8
11015 43676 8
11015 4889 8
11015 82242 8
3659 53 7
3659 69846 7
3659 39539 7
3659 63466 7
3659 99888 7
3659 83445 7
3659 80078 7
3659 81205 7
6963 42900 3
6963 38791 3
6963 57610 3
6963 81398 3
6963 55219 3
6963 60148 3
6963 86764 3
6963 30327 3
6963 59885 3
67677 60258 1
67677 32963 1
67677 6881 1
67677 23724 1
54457 41283 7
54457 4935 7
54457 77675 7
54457 28593 7
54457 1154 7
54457 87829 7
51335 19040 10
51335 85847 10
51335 49162 10
51335 23161 10
51335 15298 10
51335 81956 10
51335 33147 10
51335 93587 10
51335 30782 10
21779 62249 4
21779 21017 4
21779 51413 4
21779 67098 4
21779 98304 4
21779 75421 4
21779 61887 4
21779 35188 4
21779 39673 4
39096 90197 1
39096 42745 1
91376 18081 8
91376 5815 8
91376 90086 8
91376 81576 8
91376 11301 8
91376 21948 8
91376 98835 8
1049 1512 6
1049 21150 6
1049 979 6
1049 29112 6
1049 40023 6
1049 94509 6
82345 27829 8
82345 69586 8
82345 44856 8
82345 28253 8
82345 88200 8
82345 654 8
82345 48860 8
13969 8378 7
13969 49851 7
13969 81204 7
13969 35231 7
13969 55460 7
43512 159 4
43512 3979 4
43512 27116 4
43512 78984 4
43512 73284 4
43512 86703 4
32522 99718 5
32522 55748 5
32522 25703 5
32522 59989 5
32522 38285 5
32522 20962 5
32522 98153 5
32522 62358 3
159 79621 10
159 63593 10
159 56357 10
159 51472 10
159 6638 10
159 59472 10
159 13826 10
58347 73679 8
58347 76199 8
58347 10128 8
58347 18802 8
58347 71049 8
58347 99004 8
58347 72796 8
58347 69377 8
58347 98535 8
58347 8752 8
44547 18778 10
44547 50278 10
44547 22091 10
44547 50254 10
44547 80076 10
44547 19449 10
44547 17279 10
44547 82228 10
44547 66759 10
73574 17473 6
73574 32749 6
73574 63691 6
73574 89188 6
73574 51346 6
73574 77056 6
98416 62139 4
98416 70409 4
98416 91445 4
98416 20765 4
98416 65589 4
98416 50859 4
98416 86951 4
98416 82182 4
98416 30031 4
98416 54461 4
13277 76302 1
13277 69790 1
13277 85098 1
13277 89027 1
13277 88202 1
13277 21426 1
13277 79585 1
2451 25785 10
2451 61512 10
2451 97419 10
2451 79996 10
2451 26948 10
2451 59605 10
2451 28692 10
2451 2411 10
2451 93667 10
72445 66381 8
72445 35119 8
72445 57416 8
72445 93462 8
72445 534 8
14850 81420 8
14850 33265 8
14850 15476 8
14850 66280 8
14850 66006 8
14850 61529 8
14850 32055 8
63321 21305 10
63321 90033 10
63321 34171 10
63321 39082 10
63321 57174 10
63321 27663 9
63321 49207 10
63321 19801 10
63321 83009 10
63321 68628 10
63321 40857 10
53 34634 6
53 64250 6
53 75735 6
53 29911 6
53 32900 6
53 48343 6
53 39126 6
53 32213 6
53 67507 6
57078 80976 8
57078 43244 8
57078 45511 8
38202 56820 8
38202 68475 8
38202 43426 8
38202 82127 8
38202 93029 8
16714 66094 8
16714 93755 8
16714 68527 8
16714 27987 8
16714 31105 8
16714 26856 8
16714 24405 8
5035 78901 7
5035 48514 7
9449 55324 4
9449 9221 4
9449 85083 4
9449 40471 4
9449 31214 4
9449 28822 4
9449 74471 4
9449 9146 4
62919 85962 8
62919 58514 8
62919 2433 8
62919 30123 8
62919 54659 8
62919 64299 8
62919 32275 8
62919 51639 8
27699 69793 7
27699 70337 7
27699 91979 7
27699 76148 7
27699 72452 7
27699 12353 7
27699 5088 7
52300 86851 10
52300 21022 10
52300 10721 10
52300 95939 10
52300 68343 10
7340 29583 3
7340 26270 3
7340 76102 3
7340 27316 3
26765 81654 8
26765 59635 8
26765 41242 8
89910 77371 9
89910 66007 9
89910 78004 9
89910 71736 9
89910 38638 9
89910 62061 9
89910 40244 9
89910 95591 9
62028 29376 3
62028 45905 3
62028 84589 3
62028 61210 3
62028 24474 3
62028 87321 3
52985 66789 4
52985 42811 4
52985 69024 4
52985 31441 4
52985 75339 4
52985 28392 4
52985 32847 4
52985 26961 4
52985 84795 4
87886 75024 1
87886 4480 1
87886 95732 1
87886 63592 1
87886 59993 1
87886 11739 1
87886 21935 1
87886 53901 1
78607 11060 4
78607 19235 4
78607 3162 4
78607 97519 4
78607 93611 4
78607 46973 4
78607 37226 4
16846 52392 4
16846 68233 4
16846 15515 4
16846 30735 4
16846 16967 4
90104 60079 6
90104 35621 6
90104 2575 6
90104 44778 6
90104 24926 6
90104 43568 6
90104 60968 6
90357 6934 10
90357 8664 10
90357 54791 10
90357 8113 10
90357 5751 10
55304 12183 3
55304 4062 3
55304 16310 3
55304 19357 3
55304 34707 3
77711 62041 1
77711 82931 1
77711 63323 1
77711 34103 1
77711 20723 1
77711 5222 1
77711 69149 1
77711 67224 1
77711 42098 1
77711 86146 1
11060 71297 10
11060 37347 10
11060 8223 10
11060 17710 10
11060 32687 10
60079 32000 8
60079 69847 8
60079 86298 8
60079 61071 8
60079 28809 8
60079 88478 8
60079 99411 8
60079 99049 8
60079 40443 8
60079 51854 8
60079 58434 8
60079 11175 8
24478 49775 9
24478 91981 9
24478 51378 9
24478 88876 9
24478 10941 9
39278 22617 4
39278 6162 4
39278 76909 4
39278 99061 4
39278 38934 4
71297 23993 9
71297 954 9
71297 68572 9
71297 58892 9
71297 54657 9
71297 14217 9
71297 24502 9
71297 33165 9
71297 43115 9
60271 76964 3
60271 79870 3
60271 54395 3
60271 35674 3
2415 43226 4
2415 43018 4
2415 57870 4
2415 63653 4
2415 30247 4
2415 12967 4
2415 66587 4
86851 42379 9
86851 85275 9
86851 14748 9
86851 54577 9
86851 90562 9
36362 11646 3
36362 2221 3
36362 97081 3
36362 35330 3
36362 13102 3
36362 5045 3
36362 84222 3
36362 79514 3
36362 33371 3
70114 44873 7
