100000 3
77222 11190 3
77222 59133 3
77222 86291 3
77222 49897 1
77222 82349 2
77222 1684 1
77222 24485 3
77222 25979 3
77222 55205 1
77222 87102 3
77222 95889 3
77222 29119 2
77222 41566 1
77222 87249 2
77222 9402 3
77222 51149 1
77222 6638 2
77222 78304 1
77222 2927 3
77222 85180 3
77222 45503 2
77222 24281 1
77222 32263 1
77222 67182 1
77222 93869 2
77222 76627 3
77222 61579 1
77222 11802 2
77222 45099 1
77222 92398 2
77222 5786 2
77222 42139 3
77222 98606 2
77222 96844 3
77222 18900 1
77222 40719 1
77222 60533 3
77222 73311 2
77222 86234 1
77222 18478 3
77222 93428 2
77222 91284 2
77222 29312 1
77222 32547 1
77222 78675 2
77222 39615 2
77222 62442 3
77222 71797 1
77222 85635 3
77222 66568 3
77222 1095 1
77222 92729 3
77222 84079 1
77222 80459 2
77222 84324 1
77222 79515 2
77222 24676 3
77222 51891 1
77222 48082 1
77222 55271 1
77222 33970 1
77222 57694 1
77222 83733 2
77222 71356 2
77222 67944 3
77222 61643 2
77222 9734 1
77222 89800 3
77222 80256 2
77222 75984 2
77222 51187 2
77222 16903 3
77222 52137 3
77222 33210 1
77222 59981 2
77222 83751 1
77222 34278 3
77222 99915 3
77222 46666 1
77222 35137 1
77222 63698 3
77222 67971 2
77222 45839 3
77222 4959 1
77222 45600 3
77222 22367 3
77222 19894 2
77222 30359 3
77222 66435 3
77222 94925 2
77222 17768 3
77222 55218 1
77222 74744 2
77222 28873 2
77222 68661 2
77222 28671 1
77222 13968 2
77222 76987 2
77222 78759 2
77222 23757 3
77222 81448 1
77222 33440 1
77222 95426 3
77222 64625 1
77222 73281 3
77222 82909 3
77222 61619 1
77222 86803 1
77222 75138 2
77222 31874 3
77222 29596 1
77222 55746 1
77222 79436 3
77222 29273 2
77222 82722 1
77222 64749 3
77222 22610 3
77222 56783 3
77222 73296 2
77222 90682 1
77222 41327 3
77222 61197 2
77222 35069 2
77222 35661 1
77222 28731 3
77222 93519 2
77222 6483 1
77222 81954 2
77222 12656 3
77222 63501 2
77222 17176 3
77222 14256 3
77222 31358 3
77222 40745 2
77222 63966 1
77222 86997 1
77222 65741 2
77222 21002 3
77222 80317 3
77222 52162 3
77222 20777 1
77222 22831 2
77222 72944 3
77222 62109 3
77222 85946 1
77222 30447 2
77222 33752 3
77222 33971 3
77222 3192 3
77222 66821 3
77222 53499 3
77222 49931 3
77222 79651 2
77222 98028 2
77222 75279 3
77222 75285 3
77222 30879 2
77222 77978 1
77222 18031 2
77222 52452 1
77222 5169 3
77222 52838 3
77222 8596 1
77222 59754 2
77222 52849 1
77222 92525 1
77222 24534 1
77222 21623 1
77222 7347 3
77222 89754 3
77222 14712 3
77222 26745 3
77222 52900 1
77222 28245 1
77222 51762 1
77222 79267 3
77222 98483 2
77222 81968 3
77222 87382 3
77222 96584 3
77222 70638 3
77222 43590 3
77222 89849 3
77222 33164 1
77222 58264 1
77222 5204 2
77222 6455 1
77222 15623 2
77222 19421 3
77222 74741 1
77222 77 3
77222 15429 2
77222 45549 3
77222 60932 2
77222 72324 1
77222 99448 2
77222 16492 3
77222 22519 3
77222 31172 2
77222 87469 3
77222 836 2
77222 77957 2
77222 74227 2
77222 94293 3
77222 26680 2
77222 83196 2
77222 53109 2
77222 64979 3
77222 24835 3
77222 56293 1
77222 50045 1
77222 25696 1
77222 69638 3
77222 58268 2
77222 96716 1
77222 18534 2
77222 303 3
77222 57662 3
77222 57712 2
77222 48711 1
77222 88349 3
77222 24821 1
77222 66784 3
77222 45750 1
77222 41940 1
77222 91686 3
77222 46483 3
77222 42238 1
77222 76570 3
77222 84312 2
77222 76820 3
77222 31709 1
77222 42733 3
77222 32572 2
77222 3201 2
77222 54754 3
77222 80138 1
77222 36301 2
77222 23600 1
77222 16097 3
77222 18140 3
77222 90735 1
77222 89130 3
77222 67306 2
77222 53287 1
77222 90364 1
77222 13854 2
77222 26529 1
77222 54779 3
77222 57037 3
77222 69379 3
77222 82029 1
77222 40136 3
77222 3809 1
77222 41363 2
77222 23585 1
77222 92078 3
77222 59731 2
77222 27827 3
77222 73982 3
77222 45486 1
77222 48539 1
77222 84932 3
77222 71843 3
77222 13876 2
77222 8810 1
77222 33243 3
77222 36472 1
77222 90508 2
77222 67596 3
77222 85753 2
77222 30286 2
77222 89147 2
77222 27969 1
77222 70489 1
77222 21071 3
77222 81797 3
77222 96897 3
77222 24356 2
77222 88987 3
77222 85717 3
77222 53922 2
77222 83633 1
77222 12103 2
77222 94763 2
77222 96315 1
77222 89199 2
77222 49319 1
77222 26600 2
77222 40102 3
77222 99116 1
77222 70976 2
77222 10609 2
77222 30582 2
77222 24792 2
77222 12837 2
77222 48901 1
77222 42597 1
77222 99698 2
77222 72310 3
77222 59207 2
77222 27851 3
77222 86507 1
77222 99974 1
77222 75709 1
77222 14731 2
77222 59646 1
77222 90886 2
77222 8489 2
77222 19007 2
77222 76902 3
77222 39783 2
77222 17501 1
77222 64053 1
77222 3225 1
77222 16953 3
77222 95904 2
77222 32480 3
77222 97866 1
77222 44152 1
77222 80339 3
77222 67973 2
77222 33932 1
77222 16008 1
77222 21595 2
77222 33402 1
77222 20280 2
77222 74995 3
77222 99912 2
77222 88857 3
77222 27300 1
77222 20741 1
77222 94997 2
77222 77767 1
77222 16528 1
77222 27552 2
77222 90665 3
77222 41079 3
77222 40357 3
77222 81674 3
77222 43961 1
77222 46802 2
77222 52238 3
77222 60809 2
77222 91435 1
77222 1898 2
77222 73407 1
77222 75166 3
77222 81710 3
77222 55998 1
77222 80859 3
77222 29197 2
77222 51162 3
77222 58299 2
77222 32906 2
77222 35435 1
77222 95154 3
77222 90885 1
77222 66224 2
77222 85957 1
77222 33879 1
77222 45798 1
77222 15423 2
77222 79972 3
77222 81501 2
77222 81038 2
77222 63289 1
77222 6635 2
77222 60733 3
77222 10618 3
77222 6116 2
77222 20644 1
77222 47749 2
77222 90349 2
77222 30451 3
77222 80430 2
77222 93711 3
77222 15640 2
77222 95233 2
77222 42426 3
77222 70949 2
77222 4554 1
77222 93739 2
77222 84618 1
77222 99670 2
77222 36377 1
77222 263 1
77222 35989 1
77222 26692 1
77222 43654 3
77222 45942 3
77222 27802 2
77222 39612 2
77222 69882 1
77222 6895 3
77222 36186 1
77222 22260 2
77222 70209 3
77222 53859 1
77222 91644 2
77222 61965 1
77222 20711 2
77222 93242 3
77222 22763 2
77222 80322 1
77222 2783 2
77222 72982 2
77222 2842 1
77222 16926 1
77222 68767 3
77222 51155 1
77222 96432 3
77222 78910 2
77222 59381 1
77222 96873 3
77222 17809 3
77222 39929 2
77222 99077 3
77222 97648 1
77222 38476 2
77222 51306 2
77222 30625 3
77222 31598 3
77222 55492 3
77222 90525 3
77222 66470 2
77222 65416 1
77222 28484 2
77222 78491 3
77222 62351 3
77222 24959 1
77222 64900 3
77222 95261 3
77222 16018 1
77222 58811 2
77222 51986 2
77222 64534 2
77222 87174 3
77222 46787 3
77222 7578 2
77222 53038 2
77222 12991 3
77222 98463 2
77222 74167 3
77222 67194 1
77222 52517 2
77222 67989 2
77222 42012 1
77222 62554 3
77222 70173 2
77222 8221 2
77222 77383 1
77222 9614 1
77222 955 2
77222 13472 1
77222 63472 1
77222 51288 3
77222 32280 2
77222 75174 1
77222 75428 2
77222 79014 2
77222 88730 2
77222 62259 1
77222 71980 1
77222 90700 2
77222 12423 2
77222 63237 3
77222 2389 1
77222 76554 3
77222 54233 1
77222 29876 3
77222 13913 1
77222 76988 2
77222 62570 3
77222 30511 3
77222 24162 1
77222 33519 1
77222 92970 2
77222 46361 3
77222 27842 3
77222 58616 3
77222 91175 1
77222 51736 1
77222 31067 3
77222 50891 2
77222 15834 3
77222 39853 3
77222 16998 3
77222 9618 1
77222 65012 2
77222 51980 3
77222 76218 1
77222 83774 2
77222 41013 1
77222 3801 2
77222 9597 1
77222 78372 3
77222 58703 3
77222 17399 3
77222 62981 2
77222 97868 2
77222 62455 2
77222 81655 3
77222 80185 2
77222 62745 2
77222 97896 2
77222 49927 1
77222 56636 1
77222 21199 1
77222 98071 1
77222 93257 1
77222 97447 3
77222 17694 1
77222 46623 1
77222 97877 1
77222 62663 1
77222 22309 1
77222 33328 1
77222 92369 3
77222 39750 2
77222 47140 3
77222 21577 2
77222 16096 2
77222 81657 3
77222 59151 1
77222 60579 3
77222 94484 2
77222 64940 1
77222 84785 3
77222 7276 3
77222 60629 2
77222 64393 2
77222 26169 1
77222 82379 3
77222 63078 2
77222 83771 2
77222 58953 3
77222 42430 2
77222 89209 3
77222 14396 3
77222 57859 3
77222 91147 1
77222 85721 1
77222 56737 2
77222 70923 1
77222 80905 1
77222 59846 1
77222 89771 3
77222 21167 2
77222 4368 2
77222 11520 1
77222 14367 2
77222 87411 3
77222 64490 2
77222 71803 2
77222 50947 2
77222 88646 2
77222 11259 1
77222 24132 3
77222 51008 1
77222 10202 2
77222 28204 3
77222 49628 1
77222 30072 1
77222 2730 3
77222 46175 1
77222 15116 2
77222 75297 2
77222 24348 1
77222 30827 3
77222 48207 3
77222 30672 3
77222 97774 3
77222 41701 1
77222 25375 2
77222 43203 1
77222 43160 1
77222 37270 2
77222 80570 2
77222 93152 1
77222 92845 1
77222 49299 2
77222 98671 2
77222 68800 1
77222 68027 1
77222 65368 2
77222 93679 2
77222 74172 1
77222 41016 3
77222 6235 1
77222 21410 3
77222 88398 3
77222 12048 1
77222 36384 2
77222 79589 2
77222 78308 3
77222 56903 2
77222 67697 1
77222 63127 2
77222 84984 2
77222 55526 1
77222 99840 1
77222 16062 1
77222 25108 3
77222 58033 1
77222 43124 3
77222 60073 2
77222 88834 3
77222 11201 3
77222 50591 1
77222 25089 1
77222 12057 2
77222 54878 1
77222 38359 1
77222 2879 2
77222 42737 2
77222 91458 3
77222 74455 2
77222 59182 2
77222 1707 2
77222 27240 1
77222 17997 1
77222 39795 2
77222 62237 3
77222 49301 1
77222 79568 3
77222 49861 2
77222 49976 2
77222 80399 1
77222 40629 3
77222 52850 2
77222 17954 2
77222 64875 2
77222 15677 2
77222 48189 1
77222 246 1
77222 29579 2
77222 83942 1
77222 64027 3
77222 51418 1
77222 38753 1
77222 34592 1
77222 42735 1
77222 4098 2
77222 39818 3
77222 47697 2
77222 99078 3
77222 31041 3
77222 53373 2
77222 62593 2
77222 59370 2
77222 23623 3
77222 36879 3
77222 65193 1
77222 85278 1
77222 29543 1
77222 84273 3
77222 69231 1
77222 18838 1
77222 94516 3
77222 26009 2
77222 52094 2
77222 53250 2
77222 78746 1
77222 93961 1
77222 62840 3
77222 94652 3
77222 85492 3
77222 88480 3
77222 2252 2
77222 6523 3
77222 77125 2
77222 66516 2
77222 80707 1
77222 96334 3
77222 63613 2
77222 41963 1
77222 32471 2
77222 49910 3
77222 74253 2
77222 73856 1
77222 29923 2
77222 87586 1
77222 48806 2
77222 83201 3
77222 331 1
77222 66373 2
77222 26068 1
77222 83371 2
77222 72710 1
77222 5712 3
77222 37922 2
77222 77939 3
77222 93283 2
77222 709 1
77222 14114 3
77222 98936 1
77222 36271 1
77222 68291 3
77222 24510 3
77222 5151 1
77222 76982 2
77222 36727 2
77222 67801 3
77222 99052 3
77222 14856 1
77222 39009 2
77222 71484 1
77222 24376 3
77222 96325 1
77222 80798 1
77222 38148 3
77222 44543 3
77222 34734 2
77222 614 1
77222 26893 3
77222 69756 3
77222 73175 2
77222 67385 1
77222 23521 1
77222 63268 3
77222 25160 1
77222 70212 3
77222 87237 1
77222 61978 3
77222 63778 1
77222 64069 2
77222 79199 2
77222 16309 1
77222 47173 3
77222 23032 2
77222 20888 3
77222 22938 2
77222 82853 1
77222 33428 3
77222 24825 3
77222 34449 2
77222 82705 2
77222 66103 3
77222 34696 2
77222 95831 1
77222 67044 1
77222 55970 1
77222 28587 3
77222 95256 3
77222 68320 3
77222 77662 1
77222 3191 1
77222 95566 1
77222 23116 3
77222 20028 1
77222 17498 2
77222 39649 2
77222 39315 1
77222 15073 2
77222 69705 2
77222 78208 2
77222 57319 3
77222 70375 3
77222 29908 1
77222 73793 3
77222 8931 1
77222 38011 3
77222 58513 2
77222 87971 3
77222 59746 1
77222 95876 2
77222 97558 2
77222 43145 2
77222 14917 1
77222 22477 1
77222 34006 2
77222 39196 1
77222 70650 3
77222 49657 2
77222 24600 2
77222 88894 1
77222 49219 2
77222 53893 3
77222 44248 3
77222 37611 3
77222 18493 2
77222 40260 2
77222 3025 1
77222 34385 1
77222 96240 1
77222 86435 2
77222 41899 2
77222 93688 1
77222 29831 1
77222 35871 3
77222 77974 3
77222 21244 2
77222 887 1
77222 38275 2
77222 26440 2
77222 50441 3
77222 24378 1
77222 15182 3
77222 89608 2
77222 7898 1
77222 82206 1
77222 1365 1
77222 52071 3
77222 15363 1
77222 98466 1
77222 7889 2
77222 26863 3
77222 45826 2
77222 30135 3
77222 13661 2
77222 35344 2
77222 13682 3
77222 3550 2
77222 71959 1
77222 35497 3
77222 61326 3
77222 28018 3
77222 87616 2
77222 40160 3
77222 74963 2
77222 75113 2
77222 70263 2
77222 50635 1
77222 19966 2
77222 80865 2
77222 84209 3
77222 82071 3
77222 35526 2
77222 49420 2
77222 61679 3
77222 87843 1
77222 48867 3
77222 77823 1
77222 50814 3
77222 18123 2
77222 35616 2
77222 8002 2
77222 71041 1
77222 10503 1
77222 10263 2
77222 13395 2
77222 72630 3
77222 6309 2
77222 43756 2
77222 57464 3
77222 89107 3
77222 19038 1
77222 96718 3
77222 74151 1
77222 19165 2
77222 25604 2
77222 67021 1
77222 30448 1
77222 77433 3
77222 50557 2
77222 68508 1
77222 33857 1
77222 9450 1
77222 53360 3
77222 79704 1
77222 42706 3
77222 57655 1
77222 4635 3
77222 86995 1
77222 69301 1
77222 57072 2
77222 51062 3
77222 54653 1
77222 36191 1
77222 18853 3
77222 80978 3
77222 57632 2
77222 56057 2
77222 24146 1
77222 35032 3
77222 60664 3
77222 77010 3
77222 58635 3
77222 54284 3
77222 42665 3
77222 2155 1
77222 50746 1
77222 36041 3
77222 11206 3
77222 25567 1
77222 1020 1
77222 82475 2
77222 7258 3
77222 21115 2
77222 27642 2
77222 31930 3
77222 50239 2
77222 69406 2
77222 43186 1
77222 47882 2
77222 53206 2
77222 3352 2
77222 59284 2
77222 97918 2
77222 6337 3
77222 98769 2
77222 38398 1
77222 79689 2
77222 46944 1
77222 97032 2
77222 11677 3
77222 73871 3
77222 92126 3
77222 2254 2
77222 31403 1
77222 27843 1
77222 80133 1
77222 65424 2
77222 33157 2
77222 52153 1
77222 62579 1
77222 17088 2
77222 1658 3
77222 85909 2
77222 83295 2
77222 1309 3
77222 10722 2
77222 93507 2
77222 17388 3
77222 54789 2
77222 3222 3
77222 12044 3
77222 17936 2
77222 4322 1
77222 85467 2
77222 98121 1
77222 19510 2
77222 6783 3
77222 24494 1
77222 28418 2
77222 81350 2
77222 71921 2
77222 99682 1
77222 66781 1
77222 66759 2
77222 73008 1
77222 29718 3
77222 61680 2
77222 87262 1
77222 5710 3
77222 20009 1
77222 78281 1
77222 44332 2
77222 85686 3
77222 78320 2
77222 86202 3
77222 52397 1
77222 87653 3
77222 64469 2
77222 50421 3
77222 80540 3
77222 90800 2
77222 27378 2
77222 81392 1
77222 91551 1
77222 72817 3
77222 61262 1
77222 98950 2
77222 51813 1
77222 24513 3
77222 80748 3
77222 99067 3
77222 61966 2
77222 87468 3
77222 35478 2
77222 92698 1
77222 39101 3
77222 7998 2
77222 31991 1
77222 42843 3
77222 14587 3
77222 25629 3
77222 99321 2
77222 68640 1
77222 23817 1
77222 42032 2
77222 68917 3
77222 77509 3
77222 75142 3
77222 5046 2
77222 96282 1
77222 26755 3
77222 9458 3
77222 80238 1
77222 47414 2
77222 95976 2
77222 68454 2
77222 7352 3
77222 39336 3
77222 15158 2
77222 82072 2
77222 14732 2
77222 9676 2
77222 99378 2
77222 89957 2
77222 33565 3
77222 96322 2
77222 3023 1
77222 77188 3
77222 28772 2
77222 7817 3
77222 6950 2
77222 3957 2
77222 91442 3
77222 17402 3
77222 52713 1
77222 21975 2
77222 33297 3
77222 86652 3
77222 96183 3
77222 20233 2
77222 14759 3
77222 13165 2
77222 22577 3
77222 81531 2
77222 18021 1
77222 67555 1
77222 86658 3
77222 17060 3
77222 31166 2
77222 64576 1
77222 75476 3
77222 9899 3
77222 99513 3
77222 70518 2
77222 38850 3
77222 34160 3
77222 6041 2
77222 47276 1
77222 73423 1
77222 31867 3
77222 61100 2
77222 88470 1
77222 75366 3
77222 77042 3
77222 34240 3
77222 69218 1
77222 62690 2
77222 64590 2
77222 6380 2
77222 50861 1
77222 7645 2
77222 9420 3
77222 23302 3
77222 63584 1
77222 79376 2
77222 68391 3
77222 19295 3
77222 11191 3
77222 21109 1
77222 46933 3
77222 98398 1
77222 89798 3
77222 19551 2
77222 43235 1
77222 60524 3
77222 56256 1
77222 40079 1
77222 2917 2
77222 78210 2
77222 59518 1
77222 74789 3
77222 7238 1
77222 56542 2
77222 25824 2
77222 60909 1
77222 63344 2
77222 70110 2
77222 77556 1
77222 90626 1
77222 9851 2
77222 27733 3
77222 19232 1
77222 12090 2
77222 51983 3
77222 67840 1
77222 96040 3
77222 75715 2
77222 40913 1
77222 31883 3
77222 19564 1
77222 47102 3
77222 74951 1
77222 33659 3
77222 91021 3
77222 49758 2
77222 36289 1
77222 40684 2
77222 65725 2
77222 38911 1
77222 80723 1
77222 63395 3
77222 25192 3
77222 9883 3
77222 49182 3
77222 75832 1
77222 8646 1
77222 95146 2
77222 34943 3
77222 3556 3
77222 66968 3
77222 16704 2
77222 40791 1
77222 5594 1
77222 70461 3
77222 50874 3
77222 30528 1
77222 93457 2
77222 70530 1
77222 61417 3
77222 73058 2
77222 90926 3
77222 6298 1
77222 70323 3
77222 94573 1
77222 51915 2
77222 3979 3
77222 45351 1
77222 19004 1
77222 50435 2
77222 7158 2
77222 24387 3
77222 23467 3
77222 61561 2
77222 29819 3
77222 58418 1
77222 19473 1
77222 53769 3
77222 37125 2
77222 60919 3
77222 58217 2
77222 91808 3
77222 19569 1
77222 51006 1
77222 83166 1
77222 13637 1
77222 5821 3
77222 94525 3
77222 51449 2
77222 53939 3
77222 54141 1
77222 79508 3
77222 38708 3
77222 89145 2
77222 71454 1
77222 49261 2
77222 45394 1
77222 15107 2
77222 56970 1
77222 47377 1
77222 29384 3
77222 43068 3
77222 42249 2
77222 70481 3
77222 29047 1
77222 48864 2
77222 40153 3
77222 58388 3
77222 45356 3
77222 88758 1
77222 97354 2
77222 4764 3
77222 97854 3
77222 66699 2
77222 42883 3
77222 2509 1
77222 25736 2
77222 51256 3
77222 17712 1
77222 5895 1
77222 28265 1
77222 11445 2
77222 83030 1
77222 41129 2
77222 48783 1
77222 66834 3
77222 17473 3
77222 84789 1
77222 2878 1
77222 60135 1
77222 9125 2
77222 19936 3
77222 49989 2
77222 84991 1
77222 98407 2
77222 76615 1
77222 53961 1
77222 54486 2
77222 2569 1
77222 14308 2
77222 82603 1
77222 3376 3
77222 72651 1
77222 96631 3
77222 55751 2
77222 97728 2
77222 871 3
77222 24200 1
77222 70583 1
77222 12498 1
77222 10440 1
77222 41853 1
77222 90314 3
77222 32821 3
77222 5497 1
77222 21377 2
77222 99021 2
77222 55944 3
77222 92382 1
77222 92470 2
77222 19928 2
77222 43719 1
77222 7061 2
77222 88362 2
77222 90188 1
77222 77605 2
77222 35865 1
77222 29239 1
77222 20176 1
77222 33471 1
77222 2700 1
77222 69643 1
77222 85551 2
77222 91498 1
77222 90808 1
77222 12748 1
77222 98617 2
77222 66347 2
77222 53687 1
77222 96515 2
77222 89652 1
77222 43215 2
77222 50319 2
77222 16954 1
77222 66430 1
77222 38696 1
77222 33122 2
77222 64836 2
77222 38794 3
77222 16212 2
77222 40796 3
77222 80283 3
77222 13283 1
77222 77400 2
77222 85239 1
77222 73853 3
77222 52612 2
77222 61132 1
77222 81946 3
77222 50602 2
77222 99098 3
77222 38424 1
77222 71227 1
77222 28683 2
77222 72751 3
77222 3338 1
77222 56848 1
77222 21938 1
77222 83732 2
77222 49599 2
77222 5105 3
77222 20204 2
77222 1054 3
77222 66049 3
77222 52363 1
77222 85626 3
77222 76379 1
77222 91835 2
77222 41553 3
77222 97924 2
77222 32548 2
77222 65116 3
77222 18899 3
77222 56084 3
77222 39176 1
77222 82389 1
77222 82643 1
77222 62288 2
77222 92356 1
77222 18934 1
77222 7011 1
77222 90098 3
77222 11374 2
77222 34456 3
77222 27393 2
77222 31082 1
77222 21117 1
77222 21445 1
77222 65906 1
77222 42654 3
77222 93602 3
77222 62536 3
77222 32608 3
77222 36250 3
77222 68727 2
77222 46870 1
77222 28647 2
77222 6318 2
77222 70285 2
77222 31216 1
77222 84060 2
77222 30035 1
77222 54056 1
77222 28142 3
77222 35064 3
77222 46978 3
77222 18169 2
77222 47554 1
77222 91843 3
77222 89748 2
77222 77749 2
77222 98718 1
77222 36821 3
77222 76521 2
77222 62120 1
77222 72858 1
77222 43702 3
77222 78924 3
77222 4873 2
77222 80151 3
77222 48652 2
77222 91533 1
77222 38178 1
77222 14925 1
77222 18668 2
77222 49925 1
77222 6782 1
77222 72006 1
77222 52221 1
77222 35012 3
77222 28016 2
77222 29439 2
77222 42458 2
77222 76095 3
77222 6196 1
77222 60798 3
77222 78097 2
77222 52913 2
77222 73339 2
77222 94574 3
77222 37784 2
77222 93328 1
77222 77085 2
77222 91721 3
77222 9140 1
77222 39016 1
77222 32013 1
77222 8507 2
77222 77019 3
77222 65908 2
77222 47615 3
77222 30899 2
77222 36213 1
77222 69114 2
77222 26364 1
77222 62688 2
77222 56388 1
77222 29474 2
77222 36166 2
77222 89041 1
77222 39567 3
77222 2439 3
77222 79460 1
77222 19543 3
77222 19835 3
77222 52820 3
77222 25934 3
77222 7684 3
77222 89301 3
77222 51164 2
77222 83729 3
77222 45440 3
77222 199 2
77222 59005 3
77222 32855 1
77222 80325 1
77222 76787 3
77222 25616 2
77222 49090 3
77222 15547 2
77222 78942 1
77222 50460 1
77222 76 1
77222 26006 3
77222 7289 2
77222 91597 1
77222 41481 1
77222 70824 3
77222 91774 3
77222 1255 2
77222 27228 2
77222 72224 1
77222 24131 3
77222 91757 3
77222 25303 2
77222 1954 2
77222 90728 3
77222 89191 2
77222 59492 1
77222 74394 1
77222 56080 2
77222 86463 3
77222 88514 3
77222 3997 2
77222 80614 2
77222 43798 2
77222 37736 3
77222 15255 2
77222 30198 3
77222 56014 1
77222 29993 2
77222 32705 2
77222 84772 2
77222 78588 1
77222 54790 1
77222 26509 2
77222 79820 1
77222 2799 3
77222 70632 1
77222 64175 2
77222 7036 1
77222 15617 1
77222 3269 1
77222 48102 3
77222 19317 3
77222 76921 3
77222 80131 3
77222 75283 1
77222 37130 1
77222 22504 1
77222 39227 3
77222 98376 3
77222 45725 2
77222 54400 1
77222 18559 1
77222 95205 1
77222 86625 2
77222 17667 3
77222 63685 2
77222 13608 1
77222 96253 2
77222 74864 1
77222 27000 3
77222 31643 3
77222 36052 1
77222 48538 2
77222 72665 2
77222 46883 2
77222 37473 1
77222 32618 1
77222 98085 1
77222 87108 1
77222 3924 1
77222 43957 1
77222 43497 1
77222 49877 3
77222 94543 3
77222 18818 3
77222 78102 1
77222 71700 1
77222 16753 1
77222 19090 1
77222 1692 3
77222 16665 1
77222 91344 2
77222 28911 2
77222 77130 1
77222 17480 1
77222 31007 1
77222 64558 2
77222 98766 1
77222 38221 2
77222 28114 1
