1000 10
794 138 7
794 762 7
794 172 7
794 982 7
940 337 4
451 648 9
451 980 9
451 234 9
571 506 8
571 551 8
571 256 8
571 792 8
506 103 5
506 293 5
506 166 5
626 992 5
626 923 5
626 829 5
381 2 5
381 916 5
81 369 9
81 74 9
81 209 9
81 110 9
883 291 4
711 556 9
711 975 9
711 882 9
711 717 9
711 831 9
120 454 5
2 417 9
2 922 9
2 420 9
540 443 5
106 614 7
106 866 7
106 265 7
986 379 9
986 921 9
986 1 9
986 607 9
691 647 4
691 132 4
691 322 4
691 331 4
691 655 4
564 892 6
564 310 6
564 236 6
117 777 4
117 586 4
472 222 5
472 382 5
459 778 5
459 629 5
459 622 5
459 429 5
743 808 4
743 182 4
853 292 8
138 280 2
138 969 2
280 76 3
307 514 5
295 423 6
295 786 6
164 488 7
164 643 7
164 677 7
568 699 2
427 849 9
427 193 9
427 609 9
857 218 8
632 248 5
632 463 5
632 524 5
935 625 5
935 131 5
456 654 7
456 508 7
972 592 8
972 366 8
972 469 8
972 287 8
493 170 6
625 779 9
625 881 9
625 595 9
251 141 7
251 611 7
251 898 7
251 925 7
251 522 7
251 639 7
251 383 7
251 15 7
613 704 6
613 58 6
613 85 6
613 884 6
552 294 7
552 934 7
541 112 9
219 192 4
779 447 7
243 207 4
243 774 4
243 288 4
528 79 4
416 261 8
416 80 8
416 689 8
416 365 8
416 800 8
416 394 8
647 914 8
647 150 8
647 590 8
892 684 4
892 303 4
36 162 9
61 233 8
61 198 8
444 145 4
444 532 4
444 431 4
686 875 6
686 606 6
488 29 2
87 869 5
745 641 4
745 973 4
745 202 4
849 527 7
849 221 7
132 841 8
131 321 9
131 169 9
131 278 9
131 108 9
131 931 9
878 943 4
878 111 4
725 775 4
641 342 8
641 490 8
641 781 8
641 678 8
602 482 7
602 206 7
881 161 7
881 403 7
539 62 9
539 144 9
248 174 9
248 795 9
145 612 1
161 872 2
556 968 7
556 670 7
556 23 7
76 452 1
76 646 1
76 719 1
76 297 1
592 238 5
592 767 5
592 441 5
807 191 8
237 856 4
369 116 7
369 714 7
611 818 2
611 579 2
611 519 2
820 732 8
342 789 5
532 603 8
532 372 8
322 735 8
322 966 8
518 422 8
518 189 8
360 104 5
603 770 5
603 951 5
603 819 5
603 587 5
603 404 5
603 92 5
603 671 5
603 798 5
292 230 5
292 226 5
292 578 5
292 620 5
973 199 8
973 424 8
202 694 8
55 225 7
704 702 4
704 196 4
704 489 4
422 924 5
188 68 9
975 507 7
975 421 7
975 769 7
709 837 5
207 362 8
116 763 2
116 636 2
116 516 2
737 21 6
643 848 2
192 12 8
304 796 8
304 335 8
423 555 4
423 627 4
423 917 4
254 504 6
761 271 8
882 152 7
882 476 7
882 412 7
888 608 9
950 28 4
898 804 2
898 959 2
898 919 2
951 154 9
951 157 9
152 631 2
152 885 2
152 477 2
443 308 9
714 323 2
654 139 2
654 105 2
654 148 2
405 400 5
405 871 5
271 594 5
271 833 5
40 964 8
476 82 2
476 95 2
476 377 2
476 455 2
476 33 2
476 378 2
323 426 3
323 700 3
323 790 3
389 93 7
389 239 7
918 791 10
80 673 5
80 274 5
963 561 7
262 728 8
262 309 8
796 475 5
336 637 4
317 136 5
932 176 9
932 813 9
932 473 9
551 899 5
551 939 5
293 927 9
293 311 9
293 281 6
193 306 7
193 707 7
193 126 7
266 994 9
266 16 9
266 502 9
176 773 7
176 371 7
670 355 2
397 598 7
397 999 7
475 100 9
763 844 3
191 582 5
205 409 7
491 26 9
199 353 5
899 851 9
899 722 9
899 785 9
233 224 5
350 186 8
350 313 3
182 84 8
452 495 10
227 246 8
227 616 8
693 817 3
693 385 3
717 70 7
717 645 7
933 926 8
230 862 9
230 387 9
728 121 5
728 232 5
728 787 5
728 497 5
660 41 8
306 708 2
726 638 5
638 534 9
638 3 9
150 440 5
150 909 5
496 1000 5
496 593 5
496 755 5
496 128 5
82 401 3
82 715 3
82 494 3
79 333 8
505 897 7
505 960 7
505 345 7
762 509 2
936 411 8
936 51 8
321 521 7
321 367 7
321 511 7
363 663 8
12 597 5
12 419 5
348 868 7
348 703 7
139 799 3
504 408 4
504 359 4
778 666 9
885 334 3
885 729 3
885 738 3
885 109 3
28 65 8
943 159 8
943 604 8
598 486 2
598 214 2
554 997 5
454 600 9
172 75 2
246 98 5
508 46 2
646 852 10
646 782 10
561 605 2
238 517 9
453 279 8
453 72 8
121 565 9
817 35 1
903 814 4
903 269 4
903 747 4
232 721 9
186 195 5
186 67 5
113 462 4
593 270 9
235 352 8
235 485 8
70 470 2
70 553 2
70 567 2
787 151 9
787 734 9
702 124 8
702 753 8
51 83 5
460 530 7
65 22 5
65 78 5
65 910 5
16 580 7
16 624 7
204 938 8
204 766 8
204 525 8
926 438 5
580 43 2
580 90 2
748 97 9
748 573 9
465 536 7
465 125 7
229 628 7
766 296 5
695 10 8
695 764 8
695 413 8
695 344 8
7 220 5
7 242 5
7 947 5
74 683 7
628 860 2
587 200 9
587 623 9
409 101 2
409 993 2
683 846 2
341 314 6
629 458 9
629 122 9
195 642 9
347 563 8
220 879 9
220 546 9
220 731 9
85 160 4
85 977 4
46 854 3
159 8 5
159 343 5
159 368 5
331 118 8
67 676 9
697 96 4
697 59 4
697 184 4
677 576 2
677 893 2
209 20 7
209 805 7
595 165 7
382 273 9
382 282 9
338 217 4
20 953 2
923 358 9
867 263 6
867 659 6
867 952 6
689 370 5
689 617 5
649 843 5
771 439 10
75 399 3
75 30 3
43 415 3
43 252 3
490 996 5
490 158 5
953 277 3
989 701 4
989 63 4
555 976 8
732 247 5
589 920 7
470 768 3
834 710 8
834 25 8
630 69 5
296 27 9
497 50 9
509 832 3
509 249 3
509 464 3
624 135 2
135 349 3
135 815 3
663 958 5
663 929 5
663 197 5
663 406 5
751 895 5
751 810 5
535 42 8
535 828 8
861 675 5
848 299 3
848 330 3
600 618 7
887 978 5
887 965 5
805 179 2
805 529 2
157 864 7
69 784 9
343 461 9
170 380 4
433 325 7
433 386 10
433 272 7
829 971 9
829 845 9
829 644 9
166 720 9
97 749 7
97 548 7
920 870 2
764 253 5
273 153 7
50 956 7
976 283 5
367 257 2
440 550 9
844 275 1
844 71 1
844 483 1
279 364 5
279 526 5
642 941 7
642 17 7
408 679 8
408 4 8
408 984 8
325 515 2
636 346 3
22 949 9
22 264 9
22 839 9
179 211 3
793 133 5
507 905 2
612 575 10
612 181 10
374 501 9
115 572 9
258 544 5
825 32 5
160 391 8
333 37 5
333 471 5
234 712 7
922 780 7
426 543 1
832 542 1
100 425 8
843 499 9
700 201 1
700 107 1
700 696 1
169 816 7
813 907 7
813 559 7
39 880 4
708 127 3
971 276 7
53 859 5
579 319 3
579 24 3
165 244 4
310 316 4
934 988 2
637 5 8
653 545 7
653 510 7
964 44 5
5 835 5
278 130 7
299 284 1
181 142 6
181 756 6
181 801 6
969 86 3
590 123 5
590 384 5
110 588 7
949 537 7
949 315 7
734 480 7
200 38 7
775 656 8
775 467 8
775 190 8
142 946 4
124 94 5
525 901 5
999 99 2
240 66 10
655 757 8
655 754 8
655 324 8
850 208 8
850 942 8
283 633 9
286 450 9
286 9 9
286 395 9
859 930 9
123 744 9
158 619 9
196 685 8
274 49 9
274 894 9
656 60 5
656 114 5
588 913 2
276 168 2
606 680 4
14 962 8
377 13 3
163 259 9
163 570 9
353 821 9
391 19 5
391 149 5
13 651 1
13 944 1
755 402 9
284 549 10
284 428 10
467 523 5
651 584 10
703 650 2
703 713 2
604 47 5
604 912 5
604 77 5
549 56 6
549 822 6
906 797 9
482 886 2
482 478 2
19 449 9
19 668 9
359 788 8
458 437 7
458 503 7
993 724 3
685 57 5
190 320 5
59 52 8
269 474 8
623 156 7
94 210 9
375 730 4
208 302 5
619 891 7
671 783 9
679 329 5
38 255 2
790 858 1
893 759 3
35 301 10
573 591 7
781 723 5
781 557 5
483 171 10
809 492 8
929 498 9
450 873 7
91 520 4
91 662 4
253 812 9
477 998 3
801 706 4
495 48 6
977 448 8
913 173 3
9 268 7
706 34 8
287 640 5
287 289 5
287 826 5
916 547 9
345 484 2
924 305 9
792 531 5
217 185 8
836 908 9
15 479 2
722 340 7
553 147 3
908 581 7
260 742 6
489 102 8
48 245 4
340 538 2
503 327 2
49 231 7
644 970 6
412 64 2
962 356 5
64 129 3
324 948 5
740 300 5
